"Code","Name","Sector","Source"
"HAIS","PT Hasnur Internasional Shipping Tbk","Industrials","stockanalysis:company"
"HAJJ","PT Arsy Buana Travelindo Tbk","Consumer Discretionary","stockanalysis:company"
"HALO","PT Haloni Jane Tbk","Materials","stockanalysis:company"
"HATM","PT Habco Trans Maritima Tbk","Industrials","stockanalysis:company"
"HBAT","PT Minahasa Membangun Hebat Tbk","Real Estate","stockanalysis:company"
"HDFA","PT Radana Bhaskara Finance Tbk","Financials","stockanalysis:company"
"HDIT","PT Hensel Davest Indonesia Tbk","Technology","stockanalysis:company"
"HEAL","PT Medikaloka Hermina Tbk","Healthcare","stockanalysis:company"
"HELI","PT Jaya Trishindo Tbk","Industrials","stockanalysis:company"
"HERO","PT DFI Retail Nusantara Tbk","Consumer Discretionary","stockanalysis:company"
"HEXA","PT Hexindo Adiperkasa Tbk","Industrials","stockanalysis:company"
"HGII","PT Hero Global Investment Tbk","Utilities","stockanalysis:company"
"HILL","PT Hillcon Tbk","Materials","stockanalysis:company"
"HITS","PT Humpuss Intermoda Transportasi Tbk.","Industrials","stockanalysis:company"
"HMSP","PT Hanjaya Mandala Sampoerna Tbk","Consumer Staples","stockanalysis:company"
"HOKI","PT Buyung Poetra Sembada Tbk","Consumer Staples","stockanalysis:company"
"HOMI","PT Grand House Mulia Tbk","Real Estate","stockanalysis:company"
"HOPE","PT Harapan Duta Pertiwi Tbk","Industrials","stockanalysis:company"
"HRME","PT Menteng Heritage Realty Tbk","Consumer Discretionary","stockanalysis:company"
"HRTA","PT Hartadinata Abadi Tbk","Consumer Discretionary","stockanalysis:company"
"HRUM","PT Harum Energy Tbk","Energy","stockanalysis:company"
"HUMI","PT Humpuss Maritim Internasional Tbk","Industrials","stockanalysis:company"
"HYGN","PT Ecocare Indo Pasifik Tbk","Industrials","stockanalysis:company"
"IATA","PT MNC Energy Investments Tbk","Energy","stockanalysis:company"
"IBFN","PT Intan Baru Prana Tbk","Financials","stockanalysis:company"
"IBOS","PT Indo Boga Sukses Tbk","Consumer Discretionary","stockanalysis:company"
"IBST","PT Inti Bangun Sejahtera Tbk","Communication Services","stockanalysis:company"
"ICBP","PT Indofood CBP Sukses Makmur Tbk","Consumer Staples","stockanalysis:company"
"ICON","PT Island Concepts Indonesia Tbk","Energy","stockanalysis:company"
"IDEA","PT Idea Indonesia Akademi Tbk","Consumer Staples","stockanalysis:company"
"IDPR","PT Indonesia Pondasi Raya Tbk","Industrials","stockanalysis:company"
"IFII","PT Indonesia Fibreboard Industry Tbk","Materials","stockanalysis:company"
"IFSH","PT Ifishdeco Tbk","Materials","stockanalysis:company"
"IGAR","PT Champion Pacific Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"IKAI","PT Intikeramik Alamasri Industri Tbk","Industrials","stockanalysis:company"
"IKAN","PT Era Mandiri Cemerlang Tbk","Consumer Staples","stockanalysis:company"
"IKBI","PT Sumi Indo Kabel Tbk","Industrials","stockanalysis:company"
"IKPM","PT Ikapharmindo Putramas Tbk","Healthcare","stockanalysis:company"
"IMAS","PT Indomobil Sukses Internasional Tbk","Consumer Discretionary","stockanalysis:company"
"IMJS","PT Indomobil Multi Jasa Tbk","Industrials","stockanalysis:company"
"IMPC","PT Impack Pratama Industri Tbk","Industrials","stockanalysis:company"
"INAF","PT Indofarma Tbk","Healthcare","stockanalysis:company"
"INAI","PT Indal Aluminium Industry Tbk","Materials","stockanalysis:company"
"INCF","PT Indo Komoditi Korpora Tbk","Materials","stockanalysis:company"
"INCI","PT Intanwijaya Internasional Tbk","Materials","stockanalysis:company"
"INCO","PT Vale Indonesia Tbk","Materials","stockanalysis:company"
"INDF","PT Indofood Sukses Makmur Tbk","Consumer Staples","stockanalysis:company"
"INDO","PT Royalindo Investa Wijaya Tbk","Consumer Discretionary","stockanalysis:company"
"INDR","PT. Indo-Rama Synthetics Tbk","Consumer Discretionary","stockanalysis:company"
"INDS","PT Indospring Tbk","Consumer Discretionary","stockanalysis:company"
"INDX","PT Tanah Laut Tbk","Industrials","stockanalysis:company"
"INDY","PT. Indika Energy Tbk","Energy","stockanalysis:company"
"INET","PT Sinergi Inti Andalan Prima Tbk","Communication Services","stockanalysis:company"
"INKP","PT Indah Kiat Pulp & Paper Tbk","Materials","stockanalysis:company"
"INOV","PT Inocycle Technology Group Tbk","Industrials","stockanalysis:company"
"INPC","PT Bank Artha Graha Internasional Tbk","Financials","stockanalysis:company"
"INPP","PT Indonesian Paradise Property Tbk","Real Estate","stockanalysis:company"
"INPS","PT Indah Prakasa Sentosa Tbk","Industrials","stockanalysis:company"
"INRU","PT Toba Pulp Lestari Tbk","Materials","stockanalysis:company"
"INTA","PT Intraco Penta Tbk","Industrials","stockanalysis:company"
"INTD","PT Inter Delta Tbk","Materials","stockanalysis:company"
"INTP","PT Indocement Tunggal Prakarsa Tbk","Materials","stockanalysis:company"
"IOTF","PT Sumber Sinergi Makmur Tbk","Technology","stockanalysis:company"
"IPAC","PT Era Graharealty Tbk","Real Estate","stockanalysis:company"
"IPCC","PT Indonesia Kendaraan Terminal Tbk","Industrials","stockanalysis:company"
"IPCM","PT Jasa Armada Indonesia Tbk","Industrials","stockanalysis:company"
"IPOL","PT Indopoly Swakarsa Industry Tbk","Consumer Discretionary","stockanalysis:company"
"IPPE","PT Indo Pureco Pratama Tbk","Consumer Staples","stockanalysis:company"
"IPTV","PT MNC Vision Networks Tbk","Communication Services","stockanalysis:company"
"IRRA","PT Itama Ranoraya Tbk","Healthcare","stockanalysis:company"
"IRSX","PT Folago Global Nusantara Tbk","Technology","stockanalysis:company"
"ISAP","PT Isra Presisi Indonesia Tbk","Industrials","stockanalysis:company"
"ISAT","PT Indosat Ooredoo Hutchison Tbk","Communication Services","stockanalysis:company"
"ISEA","PT Indo American Seafoods Tbk","Consumer Staples","stockanalysis:company"
"ISSP","PT Steel Pipe Industry of Indonesia Tbk","Materials","stockanalysis:company"
"ITIC","PT Indonesian Tobacco Tbk","Consumer Staples","stockanalysis:company"
"ITMA","PT Sumber Energi Andalan Tbk","Materials","stockanalysis:company"
"ITMG","PT Indo Tambangraya Megah Tbk","Energy","stockanalysis:company"
"JARR","PT Jhonlin Agro Raya Tbk","Consumer Staples","stockanalysis:company"
"JAST","PT. Jasnita Telekomindo Tbk","Communication Services","stockanalysis:company"
"JATI","PT Informasi Teknologi Indonesia Tbk","Technology","stockanalysis:company"
"JAWA","PT Jaya Agra Wattie Tbk","Consumer Staples","stockanalysis:company"
"JAYA","PT Armada Berjaya Trans Tbk","Industrials","stockanalysis:company"
"JECC","PT Jembo Cable Company Tbk","Industrials","stockanalysis:company"
"JGLE","PT Graha Andrasentra Propertindo Tbk","Consumer Discretionary","stockanalysis:company"
"JIHD","PT Jakarta International Hotels & Development Tbk","Consumer Discretionary","stockanalysis:company"
"JKON","PT Jaya Konstruksi Manggala Pratama Tbk","Industrials","stockanalysis:company"
"JMAS","PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk","Financials","stockanalysis:company"
"JPFA","PT Japfa Comfeed Indonesia Tbk","Consumer Staples","stockanalysis:company"
"JRPT","PT Jaya Real Property, Tbk.","Real Estate","stockanalysis:company"
"JSMR","PT Jasa Marga (Persero) Tbk","Industrials","stockanalysis:company"
"JSPT","PT Jakarta Setiabudi Internasional Tbk","Real Estate","stockanalysis:company"
"JTPE","PT Jasuindo Tiga Perkasa Tbk","Industrials","stockanalysis:company"
"KAEF","PT Kimia Farma Tbk","Healthcare","stockanalysis:company"
"KAQI","PT Jantra Grupo Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"KARW","PT Meratus Jasa Prima Tbk","Industrials","stockanalysis:company"
"KBAG","PT Karya Bersama Anugerah Tbk","Consumer Discretionary","stockanalysis:company"
"KBLI","PT KMI Wire and Cable Tbk","Industrials","stockanalysis:company"
"KBLM","PT Kabelindo Murni Tbk","Industrials","stockanalysis:company"
"KBLV","PT First Media Tbk","Communication Services","stockanalysis:company"
"KDSI","PT Kedawung Setia Industrial Tbk","Consumer Discretionary","stockanalysis:company"
"KDTN","PT Puri Sentul Permai Tbk","Consumer Discretionary","stockanalysis:company"
"KEEN","PT Kencana Energi Lestari Tbk","Utilities","stockanalysis:company"
"KEJU","PT Mulia Boga Raya Tbk","Consumer Staples","stockanalysis:company"
"KETR","PT Ketrosden Triasmitra","Technology","stockanalysis:company"
"KIAS","PT Keramika Indonesia Assosiasi Tbk","Industrials","stockanalysis:company"
"KICI","PT Kedaung Indah Can Tbk","Consumer Discretionary","stockanalysis:company"
"KIJA","PT Kawasan Industri Jababeka Tbk","Real Estate","stockanalysis:company"
"KING","PT Hoffmen Cleanindo Tbk","Industrials","stockanalysis:company"
"KINO","PT Kino Indonesia Tbk","Consumer Staples","stockanalysis:company"
"KIOS","PT Kioson Komersial Indonesia Tbk","Technology","stockanalysis:company"
"KJEN","PT Krida Jaringan Nusantara Tbk","Industrials","stockanalysis:company"
"KKES","PT Kusuma Kemindo Sentosa Tbk","Materials","stockanalysis:company"
"KKGI","PT Resource Alam Indonesia Tbk","Energy","stockanalysis:company"
"KLAS","PT Pelayaran Kurnia Lautan Semesta Tbk","Industrials","stockanalysis:company"
"KLBF","PT Kalbe Farma Tbk.","Healthcare","stockanalysis:company"
"KLIN","PT Klinko Karya Imaji Tbk","Consumer Discretionary","stockanalysis:company"
"KMDS","PT Kurniamitra Duta Sentosa, Tbk","Consumer Staples","stockanalysis:company"
"KMTR","PT Kirana Megatara Tbk","Consumer Discretionary","stockanalysis:company"
"KOBX","PT Kobexindo Tractors Tbk","Industrials","stockanalysis:company"
"KOCI","PT Kokoh Exa Nusantara Tbk","Real Estate","stockanalysis:company"
"KOIN","PT Kokoh Inti Arebama Tbk","Industrials","stockanalysis:company"
"KOKA","PT Koka Indonesia Tbk","Industrials","stockanalysis:company"
"KONI","PT Perdana Bangun Pusaka Tbk","Consumer Discretionary","stockanalysis:company"
"KOPI","PT Mitra Energi Persada Tbk","Energy","stockanalysis:company"
"KOTA","PT DMS Propertindo Tbk","Real Estate","stockanalysis:company"
"KPIG","PT MNC Tourism Indonesia Tbk","Real Estate","stockanalysis:company"
"KRAS","PT Krakatau Steel (Persero) Tbk","Materials","stockanalysis:company"
"KREN","PT Quantum Clovera Investama Tbk","Financials","stockanalysis:company"
"KRYA","PT Bangun Karya Perkasa Jaya Tbk","Industrials","stockanalysis:company"
"KSIX","PT Kentanix Supra International Tbk","Real Estate","stockanalysis:company"
"KUAS","PT Ace Oldfields Tbk","Industrials","stockanalysis:company"
"LABA","PT Green Power Group Tbk","Materials","stockanalysis:company"
"LABS","PT UBC Medical Indonesia Tbk","Healthcare","stockanalysis:company"
"LAJU","PT Jasa Berdikari Logistics Tbk","Industrials","stockanalysis:company"
"LAND","PT Trimitra Propertindo Tbk","Real Estate","stockanalysis:company"
"LAPD","PT Leyand International Tbk","Utilities","stockanalysis:company"
"LCKM","PT LCK Global Kedaton Tbk","Communication Services","stockanalysis:company"
"LEAD","PT Logindo Samudramakmur Tbk.","Industrials","stockanalysis:company"
"LFLO","PT Imago Mulia Persada Tbk","Consumer Discretionary","stockanalysis:company"
"LIFE","PT MSIG Life Insurance Indonesia Tbk","Financials","stockanalysis:company"
"LINK","PT Link Net Tbk","Communication Services","stockanalysis:company"
"LION","PT Lion Metal Works Tbk","Industrials","stockanalysis:company"
"LIVE","PT Homeco Victoria Makmur Tbk","Consumer Discretionary","stockanalysis:company"
"LMAX","PT Lupromax Pelumas Indonesia Tbk","Energy","stockanalysis:company"
"LMPI","PT Langgeng Makmur Industri Tbk","Consumer Discretionary","stockanalysis:company"
"LMSH","PT Lionmesh Prima Tbk","Industrials","stockanalysis:company"
"LOPI","PT Logisticsplus International Tbk","Industrials","stockanalysis:company"
"LPCK","PT Lippo Cikarang Tbk","Real Estate","stockanalysis:company"
"LPGI","PT Lippo General Insurance Tbk","Financials","stockanalysis:company"
"LPIN","PT Multi Prima Sejahtera Tbk","Consumer Discretionary","stockanalysis:company"
"LPKR","PT Lippo Karawaci Tbk","Healthcare","stockanalysis:company"
"LPLI","PT Star Pacific Tbk","Real Estate","stockanalysis:company"
"LPPF","PT MDS Retailing Tbk","Consumer Discretionary","stockanalysis:company"
"LPPS","PT Lenox Pasifik Investama Tbk","Financials","stockanalysis:company"
"LRNA","PT Eka Sari Lorena Transport Tbk","Industrials","stockanalysis:company"
"LSIP","PT Perusahaan Perkebunan London Sumatra Indonesia Tbk","Consumer Staples","stockanalysis:company"
"LTLS","PT Lautan Luas Tbk","Materials","stockanalysis:company"
"LUCK","PT Sentral Mitra Informatika Tbk","Technology","stockanalysis:company"
"LUCY","PT Lima Dua Lima Tiga Tbk","Consumer Discretionary","stockanalysis:company"
"MAHA","PT Mandiri Herindo Adiperkasa Tbk","Industrials","stockanalysis:company"
"MAIN","PT Malindo Feedmill Tbk","Consumer Staples","stockanalysis:company"
"MANG","PT Manggung Polahraya Tbk","Industrials","stockanalysis:company"
"MAPA","PT Map Aktif Adiperkasa Tbk","Consumer Discretionary","stockanalysis:company"
"MAPB","PT Map Boga Adiperkasa Tbk","Consumer Discretionary","stockanalysis:company"
"MAPI","PT. Mitra Adiperkasa Tbk","Consumer Discretionary","stockanalysis:company"
"MARI","PT Mahaka Radio Integra Tbk","Communication Services","stockanalysis:company"
"MARK","PT Mark Dynamics Indonesia Tbk","Healthcare","stockanalysis:company"
"MASB","PT Bank Multiarta Sentosa Tbk","Financials","stockanalysis:company"
"MAXI","PT Maxindo Karya Anugerah Tbk","Consumer Staples","stockanalysis:company"
"MAYA","PT Bank Mayapada Internasional Tbk","Financials","stockanalysis:company"
"MBAP","PT Mitrabara Adiperdana Tbk","Energy","stockanalysis:company"
"MBMA","PT Merdeka Battery Materials Tbk.","Materials","stockanalysis:company"
"MBSS","PT Mitrabahtera Segara Sejati Tbk","Industrials","stockanalysis:company"
"MBTO","PT Martina Berto Tbk","Consumer Staples","stockanalysis:company"
"MCAS","PT M Cash Integrasi Tbk","Industrials","stockanalysis:company"
"MCOL","PT Prima Andalan Mandiri Tbk","Energy","stockanalysis:company"
"MCOR","PT Bank China Construction Bank Indonesia Tbk","Financials","stockanalysis:company"
"MDIA","PT Intermedia Capital Tbk","Communication Services","stockanalysis:company"
"MDIY","PT Daya Intiguna Yasa Tbk","Consumer Discretionary","stockanalysis:company"
"MDKA","PT Merdeka Copper Gold Tbk","Materials","stockanalysis:company"
"MDKI","PT Emdeki Utama Tbk","Materials","stockanalysis:company"
"MDLA","PT Medela Potentia Tbk","Healthcare","stockanalysis:company"
"MDLN","PT Modernland Realty Tbk","Real Estate","stockanalysis:company"
"MDRN","PT Modern Internasional Tbk","Industrials","stockanalysis:company"
"MEDC","PT Medco Energi Internasional Tbk","Energy","stockanalysis:company"
"MEDS","PT Hetzer Medical Indonesia Tbk","Healthcare","stockanalysis:company"
"MEGA","PT Bank Mega Tbk","Financials","stockanalysis:company"
"MEJA","PT Harta Djaya Karya Tbk","Industrials","stockanalysis:company"
"MENN","PT Menn Teknologi Indonesia Tbk","Industrials","stockanalysis:company"
"MERI","PT Merry Riana Edukasi Tbk","Consumer Staples","stockanalysis:company"
"MERK","PT Merck Tbk","Healthcare","stockanalysis:company"
"MFMI","PT Multifiling Mitra Indonesia Tbk","Industrials","stockanalysis:company"
"MGLV","PT Panca Anugrah Wisesa Tbk","Consumer Discretionary","stockanalysis:company"
"MGNA","PT Magna Investama Mandiri Tbk","Financials","stockanalysis:company"
"MGRO","PT Mahkota Group Tbk","Consumer Staples","stockanalysis:company"
"MHKI","PT Multi Hanna Kreasindo Tbk","Industrials","stockanalysis:company"
"MICE","PT Multi Indocitra Tbk","Consumer Staples","stockanalysis:company"
"MIDI","PT Midi Utama Indonesia Tbk","Consumer Staples","stockanalysis:company"
"MIKA","PT Mitra Keluarga Karyasehat Tbk","Healthcare","stockanalysis:company"
"MINA","PT Sanurhasta Mitra Tbk","Consumer Discretionary","stockanalysis:company"
"MINE","PT SINAR TERANG MANDIRI Tbk","Materials","stockanalysis:company"
"MIRA","PT Mitra International Resources Tbk","Energy","stockanalysis:company"
"MITI","PT Mitra Investindo Tbk","Industrials","stockanalysis:company"
"MKAP","PT Multikarya Asia Pasifik Raya Tbk","Energy","stockanalysis:company"
"MKNT","PT Mitra Komunikasi Nusantara Tbk","Technology","stockanalysis:company"
"MKPI","PT Metropolitan Kentjana Tbk","Real Estate","stockanalysis:company"
"MKTR","PT Menthobi Karyatama Raya Tbk","Consumer Staples","stockanalysis:company"
"MLBI","PT Multi Bintang Indonesia Tbk","Consumer Staples","stockanalysis:company"
"MLIA","PT Mulia Industrindo Tbk","Industrials","stockanalysis:company"
"MLPL","PT Multipolar Tbk","Consumer Discretionary","stockanalysis:company"
"MLPT","PT Multipolar Technology Tbk","Technology","stockanalysis:company"
"MMIX","PT Multi Medika Internasional Tbk","Healthcare","stockanalysis:company"
"MMLP","PT Mega Manunggal Property Tbk","Real Estate","stockanalysis:company"
"MNCN","PT. Media Nusantara Citra Tbk","Communication Services","stockanalysis:company"
"MOLI","PT Madusari Murni Indah Tbk","Materials","stockanalysis:company"
"MORA","PT Mora Telematika Indonesia Tbk","Communication Services","stockanalysis:company"
"MPIX","PT Mitra Pedagang Indonesia Tbk","Technology","stockanalysis:company"
"MPMX","PT Mitra Pinasthika Mustika Tbk","Consumer Discretionary","stockanalysis:company"
"MPOW","PT Megapower Makmur Tbk","Utilities","stockanalysis:company"
"MPPA","PT Matahari Putra Prima Tbk","Consumer Discretionary","stockanalysis:company"
"MPRO","PT Maha Properti Indonesia Tbk","Real Estate","stockanalysis:company"
"MPXL","PT MPX Logistics International Tbk","Industrials","stockanalysis:company"
"MRAT","PT Mustika Ratu Tbk","Consumer Staples","stockanalysis:company"
"MREI","PT Maskapai Reasuransi Indonesia Tbk","Financials","stockanalysis:company"
"MSIE","PT Multisarana Intan Eduka Tbk","Real Estate","stockanalysis:company"
"MSIN","PT MNC Digital Entertainment Tbk","Communication Services","stockanalysis:company"
"MSJA","PT Multi Spunindo Jaya Tbk","Consumer Discretionary","stockanalysis:company"
"MSKY","PT MNC Sky Vision Tbk","Communication Services","stockanalysis:company"
"MSTI","PT Mastersystem Infotama Tbk","Technology","stockanalysis:company"
"MTDL","PT Metrodata Electronics Tbk","Technology","stockanalysis:company"
"MTEL","PT Dayamitra Telekomunikasi Tbk.","Communication Services","stockanalysis:company"
"MTFN","PT Capitalinc Investment Tbk","Energy","stockanalysis:company"
"MTLA","PT Metropolitan Land Tbk","Real Estate","stockanalysis:company"
"MTMH","PT Murni Sadar Tbk","Healthcare","stockanalysis:company"
"MTPS","PT Meta Epsi Tbk.","Industrials","stockanalysis:company"
"MTSM","PT Metro Realty Tbk","Real Estate","stockanalysis:company"
"MTWI","PT Malacca Trust Wuwungan Insurance Tbk","Financials","stockanalysis:company"
"MUTU","PT Mutuagung Lestari Tbk","Industrials","stockanalysis:company"
"MYOH","PT Samindo Resources Tbk","Energy","stockanalysis:company"
"MYOR","PT Mayora Indah Tbk","Consumer Staples","stockanalysis:company"
"MYTX","PT Asia Pacific Investama Tbk","Consumer Discretionary","stockanalysis:company"
"NAIK","PT Adiwarna Anugerah Abadi Tbk","Materials","stockanalysis:company"
"NANO","PT Nanotech Indonesia Global Tbk","Healthcare","stockanalysis:company"
"NASA","PT Andalan Perkasa Abadi Tbk","Real Estate","stockanalysis:company"
"NASI","PT Wahana Inti Makmur Tbk","Consumer Staples","stockanalysis:company"
"NATO","PT Surya Permata Andalan Tbk","Consumer Discretionary","stockanalysis:company"
"NAYZ","PT Hassana Boga Sejahtera Tbk","Consumer Staples","stockanalysis:company"
"NCKL","PT Trimegah Bangun Persada Tbk","Materials","stockanalysis:company"
"NELY","PT Pelayaran Nelly Dwi Putri Tbk","Industrials","stockanalysis:company"
"NEST","PT Esta Indonesia Tbk","Consumer Staples","stockanalysis:company"
"NETV","PT MDTV Media Technologies Tbk","Communication Services","stockanalysis:company"
"NFCX","PT NFC Indonesia Tbk","Communication Services","stockanalysis:company"
"NICE","PT Adhi Kartiko Pratama Tbk","Materials","stockanalysis:company"
"NICK","PT Charnic Capital Tbk","Real Estate","stockanalysis:company"
"NICL","PT PAM Mineral Tbk","Materials","stockanalysis:company"
"NIKL","PT Pelat Timah Nusantara Tbk","Industrials","stockanalysis:company"
"NINE","PT Techno9 Indonesia Tbk","Technology","stockanalysis:company"
"NIRO","PT City Retail Developments Tbk","Real Estate","stockanalysis:company"
"NISP","PT Bank OCBC NISP Tbk","Financials","stockanalysis:company"
"NOBU","PT Bank Nationalnobu Tbk","Financials","stockanalysis:company"
"NPGF","PT Nusa Palapa Gemilang Tbk","Materials","stockanalysis:company"
"NRCA","PT Nusa Raya Cipta Tbk","Industrials","stockanalysis:company"
"NSSS","PT Nusantara Sawit Sejahtera Tbk","Consumer Staples","stockanalysis:company"
"NTBK","PT Nusatama Berkah Tbk","Industrials","stockanalysis:company"
"NZIA","PT Nusantara Almazia Tbk","Real Estate","stockanalysis:company"
"OASA","PT Maharaksa Biru Energi Tbk","Utilities","stockanalysis:company"
"OBAT","PT Brigit Biofarmaka Technologi Tbk","Consumer Staples","stockanalysis:company"
"OBMD","PT OBM Drilchem Tbk","Materials","stockanalysis:company"
"OILS","PT Indo Oil Perkasa Tbk","Consumer Staples","stockanalysis:company"
"OKAS","PT Ancora Indonesia Resources Tbk","Materials","stockanalysis:company"
"OLIV","PT Oscar Mitra Sukses Sejahtera Tbk","Consumer Discretionary","stockanalysis:company"
"OMED","PT Jayamas Medica Industri Tbk","Healthcare","stockanalysis:company"
"OMRE","PT Indonesia Prima Property Tbk","Real Estate","stockanalysis:company"
"OPMS","PT Optima Prima Metal Sinergi Tbk","Industrials","stockanalysis:company"
"PACK","PT Abadi Nusantara Hijau Investama Tbk","Consumer Discretionary","stockanalysis:company"
"PADA","PT Personel Alih Daya Tbk","Industrials","stockanalysis:company"
"PADI","PT Minna Padi Investama Sekuritas Tbk","Financials","stockanalysis:company"
"PALM","PT Provident Investasi Bersama Tbk","Financials","stockanalysis:company"
"PAMG","PT Bima Sakti Pertiwi Tbk","Real Estate","stockanalysis:company"
"PANI","PT Pantai Indah Kapuk Dua Tbk","Real Estate","stockanalysis:company"
"PANR","PT Panorama Sentrawisata Tbk","Consumer Discretionary","stockanalysis:company"
"PANS","PT Panin Sekuritas Tbk","Financials","stockanalysis:company"
"PART","PT Cipta Perdana Lancar Tbk","Consumer Discretionary","stockanalysis:company"
"PBID","PT Panca Budi Idaman Tbk","Consumer Discretionary","stockanalysis:company"
"PBRX","PT Pan Brothers Tbk","Consumer Discretionary","stockanalysis:company"
"PBSA","PT Paramita Bangun Sarana Tbk","Industrials","stockanalysis:company"
"PCAR","PT Prima Cakrawala Abadi Tbk","Consumer Staples","stockanalysis:company"
"PDES","PT Destinasi Tirta Nusantara Tbk","Consumer Discretionary","stockanalysis:company"
"PDPP","PT Primadaya Plastisindo Tbk","Consumer Discretionary","stockanalysis:company"
"PEGE","PT Panca Global Kapital Tbk","Financials","stockanalysis:company"
"PEHA","PT Phapros Tbk","Healthcare","stockanalysis:company"
"PEVE","PT. Penta Valent Tbk","Healthcare","stockanalysis:company"
"PGAS","PT Perusahaan Gas Negara (Persero) Tbk","Utilities","stockanalysis:company"
"PGEO","PT Pertamina Geothermal Energy Tbk","Utilities","stockanalysis:company"
"PGJO","PT Bahtera Bumi Raya Tbk","Consumer Discretionary","stockanalysis:company"
"PGLI","PT Pembangunan Graha Lestari Indah Tbk","Consumer Discretionary","stockanalysis:company"
"PGUN","PT Pradiksi Gunatama Tbk","Consumer Staples","stockanalysis:company"
"PICO","PT Pelangi Indah Canindo Tbk","Consumer Discretionary","stockanalysis:company"
"PIPA","PT. Multi Makmur Lemindo","Industrials","stockanalysis:company"
"PJAA","PT Pembangunan Jaya Ancol Tbk","Consumer Discretionary","stockanalysis:company"
"PJHB","PT Pelayaran Jaya Hidup Baru TBK","Industrials","stockanalysis:company"
"PKPK","PT Paragon Karya Perkasa Tbk","Industrials","stockanalysis:company"
"PLAN","PT Planet Properindo Jaya Tbk","Consumer Discretionary","stockanalysis:company"
"PLIN","PT Plaza Indonesia Realty Tbk","Real Estate","stockanalysis:company"
"PMJS","PT Putra Mandiri Jembar Tbk","Consumer Discretionary","stockanalysis:company"
"PMMP","PT Panca Mitra Multiperdana Tbk","Consumer Staples","stockanalysis:company"
"PMUI","PT Prima Multi Usaha Indonesia Tbk","Technology","stockanalysis:company"
"PNBN","PT Bank Pan Indonesia Tbk","Financials","stockanalysis:company"
"PNBS","PT Bank Panin Dubai Syariah Tbk","Financials","stockanalysis:company"
"PNGO","PT PINAGO UTAMA Tbk","Consumer Staples","stockanalysis:company"
"PNIN","PT Paninvest Tbk","Financials","stockanalysis:company"
"PNLF","PT Panin Financial Tbk","Financials","stockanalysis:company"
"PNSE","PT Pudjiadi and Sons Tbk","Consumer Discretionary","stockanalysis:company"
"POLA","PT Pool Advista Finance Tbk","Financials","stockanalysis:company"
"POLI","PT Pollux Hotels Group Tbk","Real Estate","stockanalysis:company"
"POLU","PT Golden Flower Tbk","Consumer Discretionary","stockanalysis:company"
"POLY","PT Asia Pacific Fibers Tbk","Materials","stockanalysis:company"
"PORT","PT Nusantara Pelabuhan Handal Tbk","Industrials","stockanalysis:company"
"POWR","PT Cikarang Listrindo Tbk","Utilities","stockanalysis:company"
"PPGL","PT Prima Globalindo Logistik Tbk","Industrials","stockanalysis:company"
"PPRE","PT PP Presisi Tbk","Industrials","stockanalysis:company"
"PPRI","PT Paperocks Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"PPRO","PT Pembangunan Perumahan Properti Tbk","Real Estate","stockanalysis:company"
"PRAY","PT Famon Awal Bros Sedaya Tbk","Healthcare","stockanalysis:company"
"PRDA","PT Prodia Widyahusada Tbk","Healthcare","stockanalysis:company"
"PRIM","PT Royal Prima Tbk","Healthcare","stockanalysis:company"
"PSAB","PT J Resources Asia Pasifik Tbk","Materials","stockanalysis:company"
"PSAT","PT Pancaran Samudera Transport Tbk","Industrials","stockanalysis:company"
"PSDN","PT Prasidha Aneka Niaga Tbk","Consumer Staples","stockanalysis:company"
"PSGO","PT Palma Serasih Tbk","Consumer Staples","stockanalysis:company"
"PSKT","PT Red Planet Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"PSSI","PT IMC Pelita Logistik Tbk","Industrials","stockanalysis:company"
"PTBA","PT Bukit Asam (Persero) Tbk","Energy","stockanalysis:company"
"PTDU","PT Djasa Ubersakti Tbk","Industrials","stockanalysis:company"
"PTIS","PT Indo Straits Tbk","Industrials","stockanalysis:company"
"PTMP","PT Mitra Pack Tbk","Industrials","stockanalysis:company"
"PTMR","PT Master Print Tbk","Consumer Discretionary","stockanalysis:company"
"PTPP","PT PP (Persero) Tbk","Industrials","stockanalysis:company"
"PTPS","PT Pulau Subur Tbk","Consumer Staples","stockanalysis:company"
"PTPW","PT Pratama Widya Tbk","Industrials","stockanalysis:company"
"PTRO","PT Petrosea Tbk","Materials","stockanalysis:company"
"PTSN","PT Sat Nusapersada Tbk","Technology","stockanalysis:company"
"PTSP","PT Pioneerindo Gourmet International Tbk","Consumer Discretionary","stockanalysis:company"
"PUDP","PT Pudjiadi Prestige Tbk","Real Estate","stockanalysis:company"
"PURA","PT Putra Rajawali Kencana Tbk","Industrials","stockanalysis:company"
"PURI","PT Puri Global Sukses Tbk","Real Estate","stockanalysis:company"
"PWON","PT Pakuwon Jati Tbk","Real Estate","stockanalysis:company"
"PYFA","PT Pyridam Farma Tbk","Healthcare","stockanalysis:company"
"PZZA","PT Sarimelati Kencana Tbk","Consumer Discretionary","stockanalysis:company"
"RAAM","PT Tripar Multivision Plus Tbk","Communication Services","stockanalysis:company"
